,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
1095,1615,"59 Ustawa Prawo farmaceutyczne, 87 Ustawa o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych","['czy lekarz może wystawić recepty refundowane w 100% dla seniorów w ramach leczenia szpitalnego i w ramach ambulatoryjnej opieki specjalistycznej w związku z zakończeniem leczenia szpitalnego?', 'czy lekarz może wystawić recepty refundowane w 100% dla seniorów w indywidualnej praktyce lekarskiej poza kontraktem z nfz?', 'czy można takie recepty wystawić „pro familiae”?', 'czy lekarz jest obowiązany zweryfikować uprzednio wystawione recepty?']",czy lekarz może wystawić recepty refundowane w  dla seniorów w ramach leczenia szpitalnego i w ramach ambulatoryjnej opieki specjalistycznej w związku z zakończeniem leczenia szpitalnego czy lekarz może wystawić recepty refundowane w  dla seniorów w indywidualnej praktyce lekarskiej poza kontraktem z nfz czy można takie recepty wystawić pro familiae czy lekarz jest obowiązany zweryfikować uprzednio wystawione recepty,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1096,1616,89 Inne - praw medyczne,['czy postępowanie klienta należy uznać za uzasadnione?'],czy postępowanie klienta należy uznać za uzasadnione,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1097,1617,"116 Spadkowe, 117 Rodzinne i opiekuńcze, 118 Ubezpieczeniowe","['czy spadkobiercy mogą zostać pociągnięci do odpowiedzialności w ramach umowy ubezpieczenia?', 'czy spadkobiercy mogą wystąpić do ubezpieczyciela z informacją, jakie szkody poniósł poszkodowany?', 'w jakim terminie spadkobiercy powinni ustosunkować się do pisma ubezpieczyciela?']",czy spadkobiercy mogą zostać pociągnięci do odpowiedzialności w ramach umowy ubezpieczenia czy spadkobiercy mogą wystąpić do ubezpieczyciela z informacją jakie szkody poniósł poszkodowany w jakim terminie spadkobiercy powinni ustosunkować się do pisma ubezpieczyciela,spadkowe,spadkowe,prawo cywilne
1098,1618,73 Prawo karne wykroczeniowe,['czy klientka powinna zapłacić mandat?'],czy klientka powinna zapłacić mandat,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
1099,1619,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania, 175 Dokumenty/Pisma pozaprocesowe",['jak w zaistniałej sytuacji kształtują się zasady odpowiedzialności klienta i w jaki sposób może zachować się klient?'],jak w zaistniałej sytuacji kształtują się zasady odpowiedzialności klienta i w jaki sposób może zachować się klient,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1100,1620,116 Spadkowe,"['czy spadkobiercy mogą wnioskować, aby obligacje skarbu państwa i lokata bankowa zostały przyznane wnuczce spadkodawcy? czy lepszym rozwiązaniem jest uczynienie z wyżej wymienionej masy spadkowej darowizny na rzecz wnuczki w linii matka-córka?', 'czy w przypadku działu spadku należy uzasadniać podział, jeśli nie przypada on w równych częściach spadkobiercom?']",czy spadkobiercy mogą wnioskować aby obligacje skarbu państwa i lokata bankowa zostały przyznane wnuczce spadkodawcy czy lepszym rozwiązaniem jest uczynienie z wyżej wymienionej masy spadkowej darowizny na rzecz wnuczki w linii matkacórka czy w przypadku działu spadku należy uzasadniać podział jeśli nie przypada on w równych częściach spadkobiercom,spadkowe,spadkowe,prawo cywilne
1101,1621,116 Spadkowe,['w jaki sposób siostra klientki może zrzec się roszczenia o zachowek w stosunku do klientki?'],w jaki sposób siostra klientki może zrzec się roszczenia o zachowek w stosunku do klientki,spadkowe,spadkowe,prawo cywilne
1102,1623,89 Inne - praw medyczne,"['czy lekarz jest obowiązany do stwierdzenia zgonu pacjenta, z którym nie miał wcześniej kontaktu?']",czy lekarz jest obowiązany do stwierdzenia zgonu pacjenta z którym nie miał wcześniej kontaktu,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1103,1624,"69 Prawo karne procesowe, 171 Ustawa o izbach lekarskich",['w jaki sposób klientka może uzyskać wgląd do akt sprawy zakończonej prawomocnym wyrokiem?'],w jaki sposób klientka może uzyskać wgląd do akt sprawy zakończonej prawomocnym wyrokiem,prawo karne procesowe,prawo karne procesowe,prawo karne
1104,1625,143 VAT ,"['czy klientka może rejestrować należności pobierane od pacjentów na kasie podmiotu leczniczego, z którym będzie współpracować czy powinna korzystać z własnej kasy fiskalnej?']",czy klientka może rejestrować należności pobierane od pacjentów na kasie podmiotu leczniczego z którym będzie współpracować czy powinna korzystać z własnej kasy fiskalnej,vat,podatki poĺrednie,prawo podatkowe
1105,1628,118 Ubezpieczeniowe,['czy ubezpieczyciel może żądać zapłaty zaległej składki?'],czy ubezpieczyciel może żądać zapłaty zaległej składki,ubezpieczeniowe,ubezpieczeniowe,prawo cywilne
1106,1632,"91 Ustawa Kodeks pracy, 175 Dokumenty/Pisma pozaprocesowe","['czy klient może zatrudnić się w firmie crt po zakończeniu obecnej umowy o pracę, zważywszy na klauzule antykonkurencyjne w obecnej umowie o pracę?', 'ile wynosi obecny okres wypowiedzenia klienta?', 'w jaki sposób należy skutecznie wypowiedzieć umowę o pracę?']",czy klient może zatrudnić się w firmie crt po zakończeniu obecnej umowy o pracę zważywszy na klauzule antykonkurencyjne w obecnej umowie o pracę ile wynosi obecny okres wypowiedzenia klienta w jaki sposób należy skutecznie wypowiedzieć umowę o pracę,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1107,1633,"59 Ustawa Prawo farmaceutyczne, 87 Ustawa o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych","['kto może wypisywać tzw. recepty „s”? czy takie recepty może wystawić lekarz rezydent, który nie odbywa szkolenia specjalizacyjnego w zakresie medycyny rodzinnej?']",kto może wypisywać tzw recepty s czy takie recepty może wystawić lekarz rezydent który nie odbywa szkolenia specjalizacyjnego w zakresie medycyny rodzinnej,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1108,1634,91 Ustawa Kodeks pracy,"['w jaki sposób klientka powinna reagować na zachowanie przełożonej?', 'czy w przypadku wydania przez przełożoną negatywnej opinii o klientce, będzie ona miała prawo odwołania?']",w jaki sposób klientka powinna reagować na zachowanie przełożonej czy w przypadku wydania przez przełożoną negatywnej opinii o klientce będzie ona miała prawo odwołania,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1109,1635,171 Ustawa o izbach lekarskich,['czy pracując w innym kraju klientka musi się zrzec prawa wykonywania zawodu w polsce?'],czy pracując w innym kraju klientka musi się zrzec prawa wykonywania zawodu w polsce,ustawa o izbach lekarskich,ustawa o izbach lekarskich,prawo medyczne
1110,1638,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy, 109 Inne - praw pracy","['czy dyrektor szpitala może traktować klientkę inaczej niż innych lekarzy?', 'czy dyrektor szpitala może nie zaliczyć klientce specjalizacji?']",czy dyrektor szpitala może traktować klientkę inaczej niż innych lekarzy czy dyrektor szpitala może nie zaliczyć klientce specjalizacji,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1111,1639,79 Ustawa o zawodach lekarza i lekarza dentysty,"['czy klientka może wnioskować o skrócenie specjalizacji, jeżeli wykona wszystkie obowiązkowe kursy w ramach specjalizacji?']",czy klientka może wnioskować o skrócenie specjalizacji jeżeli wykona wszystkie obowiązkowe kursy w ramach specjalizacji,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1112,1640,"112 Prawo cywilne procesowe, 116 Spadkowe, 117 Rodzinne i opiekuńcze","['czy środki zgromadzone na rachunkach bankowych zostaną uwzględnione przy dziale spadku?', 'czy klientka może uzyskać informację, jaka ilość środków została zgromadzona na kontach ojca?', 'czy żona ojca, jeśli nie była uprawniona, mogła dokonać przelewu środków na swoje osobiste konto?']",czy środki zgromadzone na rachunkach bankowych zostaną uwzględnione przy dziale spadku czy klientka może uzyskać informację jaka ilość środków została zgromadzona na kontach ojca czy żona ojca jeśli nie była uprawniona mogła dokonać przelewu środków na swoje osobiste konto,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
1113,1642,"79 Ustawa o zawodach lekarza i lekarza dentysty, 85 Ustawa o Państwowym Ratownictwie Medycznym, 91 Ustawa Kodeks pracy",['czy klientka może być uznana za lekarza systemu?'],czy klientka może być uznana za lekarza systemu,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1114,1643,"59 Ustawa Prawo farmaceutyczne, 87 Ustawa o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych","['jakie konsekwencje wynikają z przepisania na recepcie leku refundowanego pacjentowi, który nie jest uprawniony do otrzymania zniżki?', 'w jakim terminie nfz może dochodzić roszczeń z tytułu nieprawidłowości przy wystawieniu recepty?', 'czy w przypadku, gdyby pacjent zwrócił lek do apteki, to klientka nie poniosłaby negatywnych konsekwencji?']",jakie konsekwencje wynikają z przepisania na recepcie leku refundowanego pacjentowi który nie jest uprawniony do otrzymania zniżki w jakim terminie nfz może dochodzić roszczeń z tytułu nieprawidłowości przy wystawieniu recepty czy w przypadku gdyby pacjent zwrócił lek do apteki to klientka nie poniosłaby negatywnych konsekwencji,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1115,1644,89 Inne - praw medyczne,['czy klient powinien podpisywać wydruk opisu badania diagnostycznego odręcznie?'],czy klient powinien podpisywać wydruk opisu badania diagnostycznego odręcznie,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1116,1645,"74 Ustawa Kodeks karny, 115 Zobowiązania",['czy były partner matki klientki może zamieszkiwać w tym pokoju?'],czy były partner matki klientki może zamieszkiwać w tym pokoju,ustawa kodeks karny,prawo karne materialne,prawo karne
1117,1647,91 Ustawa Kodeks pracy,['czy klientka może dwukrotnie w roku skorzystać z dwutygodniowego urlopu wypoczynkowego?'],czy klientka może dwukrotnie w roku skorzystać z dwutygodniowego urlopu wypoczynkowego,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1118,1648,"73 Prawo karne wykroczeniowe, 164 COVID-19","['czy można obecnie spożywać posiłki w restauracjach?', 'czy policjant może wylegitymować klienta restauracji?']",czy można obecnie spożywać posiłki w restauracjach czy policjant może wylegitymować klienta restauracji,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
1119,1650,91 Ustawa Kodeks pracy,['czy postępowanie szpitala narusza prawa pracownicze a w szczególności przepisy o\xa0bezpieczeństwie i higienie pracy?'],czy postępowanie szpitala narusza prawa pracownicze a w szczególności przepisy obezpieczeństwie i higienie pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1121,1653,"69 Prawo karne procesowe, 171 Ustawa o izbach lekarskich","['dlaczego i w jakim zakresie zespół adwokatów i radców prawnych lex secure skontaktował się przy wydawaniu poprzedniej opinii dla klientki z okręgową izbą lekarską w warszawie?', 'czy decyzja wydana przez okręgowego rzecznika odpowiedzialności zawodowej oraz wyrok okręgowego sądu lekarskiego jest ostateczna?', 'czy klientka przedstawiając dowody w postaci nagrań może być przekonana, że zostaną one przyjęte w charakterze dowodu oraz nie że klientka nie zostanie ukarana za ich przedstawienie?']",dlaczego i w jakim zakresie zespół adwokatów i radców prawnych lex secure skontaktował się przy wydawaniu poprzedniej opinii dla klientki z okręgową izbą lekarską w warszawie czy decyzja wydana przez okręgowego rzecznika odpowiedzialności zawodowej oraz wyrok okręgowego sądu lekarskiego jest ostateczna czy klientka przedstawiając dowody w postaci nagrań może być przekonana że zostaną one przyjęte w charakterze dowodu oraz nie że klientka nie zostanie ukarana za ich przedstawienie,prawo karne procesowe,prawo karne procesowe,prawo karne
1122,1654,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy",['czy ordynator może przenieść klientkę – lekarza – rezydentkę - na oddział zakaźny w okresie karmienia piersią?'],czy ordynator może przenieść klientkę  lekarza  rezydentkę  na oddział zakaźny w okresie karmienia piersią,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1123,1655,91 Ustawa Kodeks pracy,"['czy klient jest zobowiązany do przestrzegania jakichkolwiek rekomendacji pochodzących nie od właścicieli apteki, a wychodzących od zarządu sieci franczyzowej?', 'czy pracodawca może nakazać klientowi i innym pracownikom noszenie maseczek, dokonywanie pomiaru temperatury i tym podobnych działań w ramach walki z epidemią?']",czy klient jest zobowiązany do przestrzegania jakichkolwiek rekomendacji pochodzących nie od właścicieli apteki a wychodzących od zarządu sieci franczyzowej czy pracodawca może nakazać klientowi i innym pracownikom noszenie maseczek dokonywanie pomiaru temperatury i tym podobnych działań w ramach walki z epidemią,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1124,1658,114 Rzeczowe,"['czy po zakończeniu najmu, wynajmujący będzie uprawniony do złożenia wniosku o wykreślenie wpisu o prawie pierwokupu z księgi wieczystej, bez zgody najemcy?']",czy po zakończeniu najmu wynajmujący będzie uprawniony do złożenia wniosku o wykreślenie wpisu o prawie pierwokupu z księgi wieczystej bez zgody najemcy,rzeczowe,rzeczowe,prawo cywilne
1125,1659,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['czy klientka jest obowiązana do fizycznego nadzoru nad pracą lekarza ubiegającego się o\xa0przyznanie prawa wykonywania zawodu?', 'czy osoba nadzorująca musi mieć taką samą specjalizację, którą ma lekarz ubiegający się o\xa0przyznanie prawa wykonywania zawodu?', 'jak kształtuje się odpowiedzialność klientki w zakresie nadzoru nad pracą lekarza ubiegającego się o przyznanie prawa wykonywania zawodu?']",czy klientka jest obowiązana do fizycznego nadzoru nad pracą lekarza ubiegającego się oprzyznanie prawa wykonywania zawodu czy osoba nadzorująca musi mieć taką samą specjalizację którą ma lekarz ubiegający się oprzyznanie prawa wykonywania zawodu jak kształtuje się odpowiedzialność klientki w zakresie nadzoru nad pracą lekarza ubiegającego się o przyznanie prawa wykonywania zawodu,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1126,1660,164 COVID-19,"['czy klientka (lekarz) w przypadku powzięcia informacji, że miała kontakt z pacjentem, u którego zachodzi podejrzenie zachorowania na koronawirusa, powinna zachować się w określony sposób?']",czy klientka lekarz w przypadku powzięcia informacji że miała kontakt z pacjentem u którego zachodzi podejrzenie zachorowania na koronawirusa powinna zachować się w określony sposób,covid,covid,prawo medyczne
1127,1662,"15 Prawo ochrony danych osobowych, 79 Ustawa o zawodach lekarza i lekarza dentysty","['czy ze względu na zapis: w związku z przetwarzaniem pani/pana danych osobowych przysługuje pani/panu prawo do żądania od administratora dostępu do pani/pana danych osobowych - pacjentowi przysługuje prawo do żądania udostępnienia nagrań z monitoringu?', 'na czym może polegać sprostowanie monitoringu w związku z zapisem: w związku\nz przetwarzaniem pani/pana danych osobowych przysługuje pani/panu prawo do żądania od administratora sprostowania pani/pana danych osobowych?', 'na czym może polegać żądanie ograniczenia monitoringu w związku z zapisem: w związku\nz przetwarzaniem pani/pana danych osobowych przysługuje pani/panu prawo do żądania od administratora ograniczenia przetwarzania pani/pana danych osobowych?', 'czy jeżeli pacjent wniesie sprzeciw bądź nie wyrazi zgody na przetwarzanie danych osobowych można mu odmówić leczenia? czy odmowa leczenia w takim przypadku niesie konsekwencje prawne?', 'na czym może polegać żądanie przenoszenia danych osobowych z monitoringu w związku\nz zapisem: w związku z przetwarzaniem pani/pana danych osobowych przysługuje pani/panu prawo do przenoszenia pani/pana danych osobowych?']",czy ze względu na zapis w związku z przetwarzaniem panipana danych osobowych przysługuje panipanu prawo do żądania od administratora dostępu do panipana danych osobowych  pacjentowi przysługuje prawo do żądania udostępnienia nagrań z monitoringu na czym może polegać sprostowanie monitoringu w związku z zapisem w związkuz przetwarzaniem panipana danych osobowych przysługuje panipanu prawo do żądania od administratora sprostowania panipana danych osobowych na czym może polegać żądanie ograniczenia monitoringu w związku z zapisem w związkuz przetwarzaniem panipana danych osobowych przysługuje panipanu prawo do żądania od administratora ograniczenia przetwarzania panipana danych osobowych czy jeżeli pacjent wniesie sprzeciw bądź nie wyrazi zgody na przetwarzanie danych osobowych można mu odmówić leczenia czy odmowa leczenia w takim przypadku niesie konsekwencje prawne na czym może polegać żądanie przenoszenia danych osobowych z monitoringu w związkuz zapisem w związku z przetwarzaniem panipana danych osobowych przysługuje panipanu prawo do przenoszenia panipana danych osobowych,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
