text_full;label_high;;;;;
czy doszło do naruszenia przepisów rodo w jaki sposób klient powinien postąpić;prawo administracyjne;;;;;
czy w przedmiotowej sprawie ubezpieczyciel kierowcy będzie mógł domagać się regresu od syna klientki jakie kroki w przedmiotowej sprawie powinna podjąć klientka;prawo administracyjne;;;;;
czy klient ma obowiązek zwrotu kwoty nienależnie wypłaconej trzynastki czy pracodawca może obciążyć pracownicę kadr kwotą nienależnie wypłaconej klientowi trzynastki;prawo pracy;;;;;
jakie są prawa i obowiązki świadka w postępowaniu cywilnym czy klientka może odmówić stawienia sie na rozprawie w związku z wykupionymi biletami na samolot;prawo medyczne;;;;;
czy klientka może zawrzeć umowę o świadczenie usług medycznych z innym lekarzem;prawo medyczne;;;;;
czy klientka może podjąć jeszcze jakieś kroki w przedmiotowej sprawie czy istnieje inna instytucja do której klientka mogłaby zgłosić zaistniałą sytuację;prawo administracyjne;;;;;
jak przedstawiają się prawa i obowiązki pracownika oraz pracodawcy w sytuacji powrotu pracownika z urlopu związanego z macierzyństwem;prawo pracy;;;;;
czy zakładowy lekarz medycyny pracy może w ramach badań profilaktycznych skierować klienta na badanie przesiewowe w kierunku wirusa hiv;prawo medyczne;;;;;
czy klientka musi stawić się na rozprawie rozwodowej jeżeli nie dostała na nią wezwania;prawo cywilne;;;;;
czy gdyby klientka chciała pracować w innym podmiocie leczniczym to czy zgodnie z prawem może świadczyć tam usługi medyczne przy kwalifikacji do szczepień ochronnych przeciwko covid;prawo medyczne;;;;;
gdzie klientka może znaleźć listę jednostek akredytowanych do prowadzenia szkoleń dla oia w krakowie;prawo farmaceutyczne;;;;;
na jaki okres czasu może być zastosowane tymczasowe aresztowanie jak kształtują się prawa i obowiązki pracownika oraz pracodawcy w przypadku tymczasowego aresztowania czy pracownik tymczasowo aresztowany może zostać zwolniony z pracy;prawo karne;;;;;
czy brat klienta ma prawo do korzystania z mieszkania;prawo cywilne;;;;;
jakie kroki prawne może podjąć wspólnota mieszkaniowa w przedmiotowej sprawie;prawo karne;;;;;
czy klient może wliczyć czas stażu do okresu wymaganego doświadczenia zawodowego;prawo medyczne;;;;;
czy klientka może nadal prowadzić terapię małoletniego;prawo medyczne;;;;;
kiedy lekarz może odmówić udzielenia świadczenia zdrowotnego czy lekarz ma obowiązek zasugerowania innego lekarza;prawo medyczne;;;;;
czy lekarze powinni aktualizować swoje dane w rejestrze lekarzy uprawnionych do badań kierowców który prowadzi urząd marszałkowski;prawo administracyjne;;;;;
czy wspólnota jest z tego tytułu zobowiązana do uiszczania podatku vat;prawo cywilne;;;;;
jak przedstawia się obowiązek przejmowania dokumentacji medycznej w przypadku zakończenia prowadzenia działalności leczniczej czy o zakończeniu działalności leczniczej należy informować pacjentów którzy się w niej regularnie leczą;prawo medyczne;;;;;
jak przedstawiają się zasady wyliczania przysługujących dni urlopu wypoczynkowego czy klientka może żądać wydania od pracodawcy dokumentacji na podstawie której wnosiła o urlop wypoczynkowy;prawo pracy;;;;;
czy pracodawca może przenieść matkę klientki do pracy w innej aptece;prawo pracy;;;;;
czy klientka ma obowiązek wydania dokumentacji medycznej w przypadku prośby wysłanej mailowo lub przekazanej telefonicznie jakie są procedury udostępniania dokumentacji medycznej w podmiocie leczniczym;prawo medyczne;;;;;
jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka;prawo karne;;;;;
jakie jest obecnie minimalne wynagrodzenia lekarza odbywającego specjalizacje w trybie pozarezydenckim;prawo medyczne;;;;;
jakie kroki może w tym momencie podjąć klient;prawo cywilne;;;;;
czy klientka może domagać się zapłaty dodatku covidowego za grudzień  r;prawo medyczne;;;;;
jakie przepisy prawa obligują byłego zarządcę do przekazania dokumentacji wspólnoty mieszkaniowej;prawo cywilne;;;;;
czy klientka ma obowiązek udzielania informacji synowi pacjenta o stanie zdrowia pacjenta w czasie gdy nie przebywa on w szpitalu pomiędzy hospitalizacjami czy na nowej zgodzie na leczenie należy odnotować że jest ona udzielona ponownie;prawo medyczne;;;;;
czy klientka może udostępnić dokumentację medyczną pacjentki ubezpieczycielowi w ramach likwidacji szkody;prawo medyczne;;;;;
jaki jest maksymalny czas oddelegowania na podstawie art  ust  ustawy o zawodach lekarza i lekarza dentysty czy okres oddelegowania przedłuża specjalizację czy klientka powinna otrzymywać dodatkowe wynagrodzenie za szczepienie;prawo medyczne;;;;;
czy istnieje podstawa prawna do ukarania klienta za brak maseczki;prawo medyczne;;;;;
czy klientka może współpracować z firmą farmaceutyczną w ten sposób czy działalność może stanowić teleporadę czy firma farmaceutyczna musiałaby być podmiotem leczniczym czy działalność może polegać na publikacji artykułów naukowych czy działalność taka będzie zwolniona z vat jaka byłaby preferowana forma prawna umowa dla takiej działalności czy firma farmaceutyczna może się posługiwać imieniem i nazwiskiem klientki w kontekście zakazu;prawo medyczne;;;;;
czy klientka będzie mogła udzielać świadczeń zdrowotnych po  czerwca zarówno jeśli chodzi o nowych pacjentów jak i kontynuacji;prawo medyczne;;;;;
z jakiego powodu pracodawca może odmówić pracownikowi udzielenia urlopu w proponowanym przez pracownika terminie;prawo pracy;;;;;
jakie są prawa i obowiązki świadka w postępowaniu cywilnym czy klientka ma obowiązek stawić się na wezwanie;prawo cywilne;;;;;
czy klientka wraz z ojcem mogą zostać kupującymi apartament w ramach współwłasności przy jednoczesnym odliczeniu vat z pełnej kwoty zakupu przez ojca klientki w ramach prowadzonej przez niego działalności czy w opisanej przez klientkę sytuacji klientka mogłaby opłacić cenę za zakup ze swojego konta bądź robić przelewy na rzecz ojca klientki który regulowałby płatności;prawo podatkowe;;;;;
w jaki sposób klient może odrzucić spadek czy klient powinien odpowiadać na pismo z sądu;prawo cywilne;;;;;
jaki okres wypowiedzenia obowiązuje klienta;prawo pracy;;;;;
po którym roku klient może pracować w przychodni jako lekarz pediatra czy klient mógłby w trakcie specjalizacji przyjmować pacjentów w przychodni pediatrycznej;prawo medyczne;;;;;
czy właściciel może sprzedać nieruchomość w trakcie postępowania o zasiedzenie czy zasiedzenie wpłynie na bieg terminu zasiedzenia;prawo cywilne;;;;;
czy w tej sytuacji klient może wycofać się z podjęcia pracy jako kierownik apteki bez ponoszenia prawnych konsekwencji;prawo pracy;;;;;
w jaki sposób syn klientki może odwołać się od wyroku sądu w jaki sposób należy sprostować informację o rzekomym przebywaniu bez maseczki w budynku komisariatu policji;prawo karne;;;;;
czy zachowanie dyrektora nosi znamiona przestępstwa i klient może powiadomić o tym prokuraturę;prawo medyczne;;;;;
czy pracodawca może odmówić odbycia stażu zewnętrznego przez klienta;prawo medyczne;;;;;
czy informacja o tym że pacjent wyraził zgodę wystarczy do udostepnienia informacji czy też towarzystwo ubezpieczeniowe powinno przedstawić kopię tej zgody;prawo medyczne;;;;;
czy klientka może odmówić wykonania polecenia pracodawcy;prawo medyczne;;;;;
czy towarzystwo ubezpieczeniowe może żądać udostępnienia dokumentacji medycznej od lekarza bez załączenia zgody pacjenta;prawo medyczne;;;;;
co może zrobić klientka w przedmiotowej sprawie;prawo karne;;;;;
w jaki sposób klientka może zabezpieczyć się na przyszłość przed roszczeniami pacjentów jak należy dokumentować zgody uzyskiwane od pacjentów w przypadku prowadzenia dokumentacji elektronicznej czym różni się dokumentacja elektroniczna od dokumentacji w formie elektronicznej;prawo medyczne;;;;;
czy klientka złożyła skutecznie oświadczenie woli o wypowiedzenie umowy o pracę z dniem  maja  r jak w przedmiotowej sprawie może zachować się klientka;prawo pracy;;;;;
czy klient może przekazać swojemu bratu część działki w drodze darowizny;prawo cywilne;;;;;
czy klient musi podawać swoje dane osobowe w raporcie odsyłanym do głównego inspektoratu transportu drogowego w którym zgadza się na przyjęcie mandatu;prawo administracyjne;;;;;
czy klient aby nie odziedziczyć długów powinien zrzec się spadku po swojej siostrze;prawo cywilne;;;;;
w jaki sposób należy przeprowadzić postępowanie spadkowe czy klient może zrzec się spadku czy siostra klienta może przeprowadzić postępowanie spadkowe bez wiedzy klienta czy siostra klienta może wydziedziczyć klienta;prawo cywilne;;;;;
czy można oświadczenie dyspozytora niezgodne z prawdą traktować jako poświadczenie nieprawdy;prawo karne;;;;;
czy szkoda w postaci stłuczenia szyby w samochodzie sąsiada na skutek rzucenia kamieniem przez dziecko ubezpieczonego będzie objęta ubezpieczeniem wykupionym przez klienta;tu interpolska;;;;;
czy klient jest zobowiązany do wypracowania godzin nadliczbowych przewidzianychw grafiku czy klient może zostać zmuszony do stawienia się w pracy po wezwaniu przez pracodawcęw dzień przewidziany w grafiku jako dzień wolny;prawo pracy;;;;;
czy klientka może prowadzić sprzedaż wysyłkową kosmetyków przez stronę internetową apteki;prawo farmaceutyczne;;;;;
czy klientka może przekształcić aptekę w spółkę w jaki sposób przebiega przeniesienie zezwolenia na prowadzenie apteki czy w omawianej sprawie możliwe jest przeniesienie zezwolenia na prowadzenie apteki czy w przypadku założenia nowej spółki klientka będzie musiała dostosować aptekę do obecnie obowiązujących przepisów i wydzielić izbę recepturową;prawo farmaceutyczne;;;;;
czy wspólnota powinna wyznaczyć miejsca dla osób niepełnosprawnych jeżeli tak to ile miejsc parkingowych powinno zostać wyznaczonych;prawo administracyjne;;;;;
jak wygląda procedura przyjęcia spadku;prawo cywilne;;;;;
czy nową działkę należy włączyć do hipoteki czy klient powinien powiadomić o połączeniu bank;prawo cywilne;;;;;
czy obecnie lekarz ma obowiązek prowadzenia teleporad w formie wideo czy zwykła forma telefoniczna jest wystarczająca czy lekarz w dokumentacji medycznej sporządzanej w ramach teleporady ma obowiązek zawarcia elementu badanie w sytuacji w której teleporada świadczona jest telefonicznie a zatem  jak wskazuje klient  brak jest możliwości przeprowadzenia badania czy lekarz ma obowiązek weryfikowania tożsamości pacjenta na podstawie informacji o serii i numerze dowodu osobistego;prawo administracyjne;;;;;
czy klientka może ubiegać się o zapłatę zaległego dodatku covidowego za okres dłuższy niż miesiąc;prawo medyczne;;;;;
ile dni urlopu wypoczynkowego przysługuje klientowi czy dni urlopu wypoczynkowego przysługują z góry czy z dołu;prawo pracy;;;;;
czy wykonywanie pracy przy szczepieniach przeciwko covid w ramach umowy cywilnoprawnej zlecenia koliduje z otrzymywaniem dodatku covidowego przysługującego z tytułu zatrudnienia na podstawie umowy o pracę;prawo medyczne;;;;;
czy pracodawca klientki postępuje prawidłowo;prawo medyczne;;;;;
w jaki sposób należy wykonać utylizacji recept oraz faktur vat po upływie terminu ich przechowywania czy należy sporządzić protokół;prawo farmaceutyczne;;;;;
jakie kroki może podjąć klient;prawo karne;;;;;
co może zrobić klient w przedmiotowej sprawie;prawo karne;;;;;
na jakich zasadach lekarze mogą wystawiać recepty refundowane w trakcie telekonsultacji;prawo farmaceutyczne;;;;;
czy klientka jako lekarz z zawieszonym prawem wykonywania zawodu może pracować jako asystent medyczny przy kwalifikowaniu do szczepień;prawo medyczne;;;;;
czy klientka może pracować jako kosmetyczka oraz wykonywać zabiegi laserowe w zakresie w jakim takie zabiegi mogą wykonywać kosmetyczki czy w takiej działalności może zatrudnić przeszkoloną osobę do obsługi komory hiperbarycznej czy klientka może się reklamować na stronie internetowej i być administratorem takiej strony czy bezpieczniej byłoby utworzyć spółkę z oo gdzie klientka byłaby jednym ze wspólników jakie formy działalności do używania komory hiperbarycznej i lasera są dozwolone i bezpieczne;prawo medyczne;;;;;
czy klientka jako lekarz po  rż podlega obowiązkowi wprowadzeniu elektronicznej kasy fiskalnej czy są wyjątki na mocy których zastosowanie będą miały inne terminy wprowadzenia kas;prawo podatkowe;;;;;
czy w przedmiotowej sprawie doszło do wywłaszczenia nieruchomości czy klientka może domagać się odszkodowania;prawo cywilne;;;;;
jakie kroki może podjąć klientka;prawo cywilne;;;;;
w jakiej formie klientka powinna poinformować ojca pacjenta o niepodjęciu leczenia w jaki sposób klientka powinna dokonać zwrotu opłaty za wizytę;prawo medyczne;;;;;
czy klientka podejmując pracę w hurtowni farmaceutycznej wykonywać będzie nadal zawód farmaceuty czy podejmując pracę w innym województwie należy zmienić właściwą izbę aptekarską;prawo farmaceutyczne;;;;;
czy klient prowadzący indywidualną praktykę lekarską na emeryturze jest zobligowany do posiadania kasy fiskalnej online czy córka klienta jest zobligowana do posiadania kasy fiskalnej online;prawo podatkowe;;;;;
jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka;prawo karne;;;;;
czy pracodawca może oddelegować lekarza rezydenta do pracy na oddziale covidowym czy pracodawca może zmusić lekarza rezydenta do zawarcia umowy zlecenia na dyżury medyczne;prawo medyczne;;;;;
z czym wiąże się zadaniowy system czasu pracy czy zadaniowy system czasu pracy powinien zostać uwzględniony w umowie o pracę czy możliwe jest podpisanie umowy o pracę z późniejszym terminem rozpoczęcia jej wykonywania np miesiąc później;prawo pracy;;;;;
czy możliwe jest zawarcie przedwstępnej umowy o pracę;prawo pracy;;;;;
w jaki sposób można uzyskać zakaz zbliżania się danej osoby;prawo karne;;;;;
czy klient może podważyć wiarygodność sporządzonych przez siebie oświadczeń czy prokurator miał prawo odmówić podjęcia czynności w sprawie przeciwko małżonce klienta czy przedstawione okoliczności mogą wpłynąć na decyzję sądu w zakresie złagodzenia kary jeżeli klient dobrowolnie podda się karze;prawo karne;;;;;
czy córka klienta nadal może wystawiać paragony w formie papierowej czy musi to robić online czy klient będący lekarzem na emeryturze może wystawiać paragony w formie papierowej;prawo podatkowe;;;;;
